<<<<<<< HEAD
"ChIJ7ZAU_yczK4gRwbKgCnNca2A","Gillian Gillies Interiors Inc.","http://www.gilliangillies.com/"," (416) 489-6781 ","Address: 41 Industrial St Studio 107, Toronto, ON M4G 0C7 ","https://www.google.com/maps/place/Gillian+Gillies+Interiors+Inc./data=!4m7!3m6!1s0x882b3327ff1490ed:0x606b5c730aa0b2c1!8m2!3d43.7081146!4d-79.356427!16s%2Fg%2F11f3hj4yvt!19sChIJ7ZAU_yczK4gRwbKgCnNca2A?authuser=0&hl=en&rclk=1",studio@gilliangillies.com
"ChIJqaQL7kgtK4gRGsRBX5PpVcQ","Stylishome","https://www.stylishome.ca/","No value","Address: 9 Bogert Ave #2506, Toronto, ON M2N 0H3 ","https://www.google.com/maps/place/Stylishome/data=!4m7!3m6!1s0x882b2d48ee0ba4a9:0xc455e9935f41c41a!8m2!3d43.7602581!4d-79.4115772!16s%2Fg%2F11ghrdlcl2!19sChIJqaQL7kgtK4gRGsRBX5PpVcQ?authuser=0&hl=en&rclk=1",undefined
"ChIJB2X-fULL1IkR1NFiA2sHWJo","Sansa Interiors Inc. - Interior Design Toronto","https://www.sansainteriors.com/"," (647) 556-3137 ","Address: 20 Tubman Ave, Toronto, ON M5A 0M8 ","https://www.google.com/maps/place/Sansa+Interiors+Inc.+-+Interior+Design+Toronto/data=!4m7!3m6!1s0x89d4cb427dfe6507:0x9a58076b0362d1d4!8m2!3d43.6606745!4d-79.3596376!16s%2Fg%2F11jnn4rk45!19sChIJB2X-fULL1IkR1NFiA2sHWJo?authuser=0&hl=en&rclk=1",jude@sansainteriors.com, info@sansainteriors.com
"ChIJuZ6MoCI0K4gRaer7dTYkVRE","Toronto Interior Design Group","https://tidg.ca/"," (416) 927-8744 ","No Value","https://www.google.com/maps/place/Toronto+Interior+Design+Group/data=!4m7!3m6!1s0x882b3422a08c9eb9:0x1155243675fbea69!8m2!3d44.4098006!4d-79.3248219!16s%2Fg%2F1tftxld_!19sChIJuZ6MoCI0K4gRaer7dTYkVRE?authuser=0&hl=en&rclk=1",hello@tidg.ca, media@tidg.ca
"ChIJE9xo8d40K4gRjRlpaoiJ-qs","LUX Design","http://www.luxdesign.ca/"," (416) 848-3108 ","Address: 628 Wellington St W, Toronto, ON M5V 1G4 ","https://www.google.com/maps/place/LUX+Design/data=!4m7!3m6!1s0x882b34def168dc13:0xabfa89886a69198d!8m2!3d43.6422009!4d-79.404975!16s%2Fg%2F1tcxkd8h!19sChIJE9xo8d40K4gRjRlpaoiJ-qs?authuser=0&hl=en&rclk=1",info@luxdesign.ca, media@luxdesign.ca
"ChIJbYfwLVVCK4gRZBkg7ug_Nv0","Elizabeth Metcalfe Design","http://www.emdesign.ca/"," (416) 964-0696 ","Address: 160 Pears Ave. Suite 316, Toronto, ON M5R 3P8 ","https://www.google.com/maps/place/Elizabeth+Metcalfe+Design/data=!4m7!3m6!1s0x882b42552df0876d:0xfd363fe8ee201964!8m2!3d43.6752128!4d-79.3995251!16s%2Fg%2F1hhh_9krr!19sChIJbYfwLVVCK4gRZBkg7ug_Nv0?authuser=0&hl=en&rclk=1",undefined
"ChIJvaTC2t80K4gROZ0i2z1VaIQ","DESIGN TO IMPRESS TORONTO","http://www.designtoimpresstoronto.com/"," (416) 357-7744 ","Address: 55 Stewart St Apartment 902, Toronto, ON M5V 2V1 ","https://www.google.com/maps/place/DESIGN+TO+IMPRESS+TORONTO/data=!4m7!3m6!1s0x882b34dfdac2a4bd:0x8468553ddb229d39!8m2!3d43.6431428!4d-79.4021645!16s%2Fg%2F11g_xmnh7!19sChIJvaTC2t80K4gROZ0i2z1VaIQ?authuser=0&hl=en&rclk=1",molly@designtoimpress.ca
"ChIJP0lMWlIkK4gRZO92-MCiJ2o","Level Studio Inc. - Interior Design Toronto","https://level-studio.ca/?utm_source=gmb-listing&utm_medium=organic&utm_campaign=gmb-website"," (416) 788-8971 ","Address: 203 Carlton St., Toronto, ON M5A 2K9 ","https://www.google.com/maps/place/Level+Studio+Inc.+-+Interior+Design+Toronto/data=!4m7!3m6!1s0x882b24525a4c493f:0x6a27a2c0f876ef64!8m2!3d43.6636141!4d-79.3700325!16s%2Fg%2F11g7_gdw_9!19sChIJP0lMWlIkK4gRZO92-MCiJ2o?authuser=0&hl=en&rclk=1",info@level-studio.ca
"ChIJr7abpGrL1IkRKAnpJP64xik","Coe Mudford Interior Design","http://cmidesign.ca/"," (416) 362-3305 ","Address: 529 Queen St E, Toronto, ON M5A 1V1 ","https://www.google.com/maps/place/Coe+Mudford+Interior+Design/data=!4m7!3m6!1s0x89d4cb6aa49bb6af:0x29c6b8fe24e90928!8m2!3d43.657083!4d-79.357216!16s%2Fg%2F1tfzc4_f!19sChIJr7abpGrL1IkRKAnpJP64xik?authuser=0&hl=en&rclk=1",undefined
"ChIJhU6skOo0K4gRERDsM4xBS9w","Sarah Richardson Design","https://www.sarahrichardsondesign.com/"," (416) 925-3338 ","Address: 9 Woodlawn Ave E Suite B, Toronto, ON M4T 1B9 ","https://www.google.com/maps/place/Sarah+Richardson+Design/data=!4m7!3m6!1s0x882b34ea90ac4e85:0xdc4b418c33ec1011!8m2!3d43.683869!4d-79.391671!16s%2Fg%2F1hc4njb08!19sChIJhU6skOo0K4gRERDsM4xBS9w?authuser=0&hl=en&rclk=1",lilana@celebrityeventsnetwork.ca, jennifer@sarahrichardsondesign.com
"ChIJ5QFiqTEzK4gRmtq7s111PEE","Laura Stein Interiors","http://www.laurasteininteriors.com/"," (416) 659-2504 ","Address: 16 Wingold Ave, Toronto, ON M6B 1P5 ","https://www.google.com/maps/place/Laura+Stein+Interiors/data=!4m7!3m6!1s0x882b3331a96201e5:0x413c755db3bbda9a!8m2!3d43.7038996!4d-79.4539452!16s%2Fg%2F11crz_nh8w!19sChIJ5QFiqTEzK4gRmtq7s111PEE?authuser=0&hl=en&rclk=1",info@laurasteininteriors.com
"ChIJIwrfcqs1K4gRWz2Wx_fYJL0","Tomas Pearce Interior Design","http://www.tomaspearce.com/"," (416) 588-2088 ","No Value","https://www.google.com/maps/place/Tomas+Pearce+Interior+Design/data=!4m7!3m6!1s0x882b35ab72df0a23:0xbd24d8f7c7963d5b!8m2!3d62.6573279!4d-95.989235!16s%2Fg%2F1tr7df96!19sChIJIwrfcqs1K4gRWz2Wx_fYJL0?authuser=0&hl=en&rclk=1",588-2088info@tomaspearce.com, info@tomaspearce.com
